 ,Sr,Therapy Area,Condition,Molecule,Route of Administration,Country,Participants,Services,Sub Services,Channel,Adoption,Program Measure,Program benefit vs non-program,Source
564,21,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Hidradenitis Suppurativa, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,Canada,38840,Financial,Free-Supply,Telephone,,Perc_Dispensed Rx,56.0,https://doi.org/10.1016/j.clinthera.2018.02.001
565,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Effective HCP Appointments,Patient care coordination,Telephone,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
566,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,ICP,Telephone,,HEDIS AMM 180days,33.0,https://doi.org/10.1080/03007995.2021.1918072
567,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,PREM: Decrease_Concern_%,,https://doi.org/10.2147/PPA.S293941
568,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Effective HCP Appointments,Patient care coordination,Telephone,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
569,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Website,Website,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
570,9,Diabetes,Diabetes,NA,NA,USA,163,Patient Education,,Email/SMS/Mail,,Mean_Glycated_hem_change_12mnths,71.0,DOI: 10.2337/dc11-0366 
571,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,HCP-Needs,Medicine Usage Support,Telephone,,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
572,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Patient Education,Nurse/AHP assistance,Inperson,,Adherence_PDC_mean,15.0,https://doi.org/10.2147/PPA.S148777
573,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Drug administration,Inperson,,Hospitalisation_rate,26.0,https://doi.org/10.2147/PPA.S148777
574,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Motivation/Confidence,Coaching/Counseling,Telephone,,Refill_rate_6mnth,15.0,https://doi.org/10.1016/j.crohns.2009.10.002
575,24,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,174,Patient Education,Welcome Pack,Welcome Pack,,PROM: MS QoL,18.0,https://doi.org/10.1097/JNN.0000000000000100
576,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_12mnth,11.0,https://doi.org/10.1007/s11657-018-0487-8
577,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_discontinuation_12mnth,23.0,https://doi.org/10.1007/s11657-018-0487-8
578,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Welcome Pack,Welcome Pack,,Perc_Discontinuation_6mnth,31.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
579,24,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,174,Medicine Routine,Reminders,Telephone,,PROM: MS QoL,18.0,https://doi.org/10.1097/JNN.0000000000000100
